2.977183976575718916e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.763286069035530090e-03,9.982924461364746094e-01,1.000000000000000000e+00
2.977183976575718916e+01,-2.500000000000000000e-01,1.000000000000000000e+00,4.893149808049201965e-02,9.511829614639282227e-01,1.000000000000000000e+00
2.970933976575718916e+01,-5.000000000000000000e-01,1.000000000000000000e+00,6.379707455635070801e-01,3.619108200073242188e-01,0.000000000000000000e+00
2.958433976575718916e+01,-7.351569622278775196e-02,-1.000000000000000000e+00,1.971896039322018623e-03,9.980487823486328125e-01,1.000000000000000000e+00
2.956596084170149297e+01,-3.255447209951041754e-01,1.000000000000000000e+00,4.908238351345062256e-01,5.092558860778808594e-01,1.000000000000000000e+00
2.948457466145271866e+01,-7.476670160997404002e-01,1.000000000000000000e+00,9.965878725051879883e-01,3.367436351254582405e-03,0.000000000000000000e+00
2.929765790742778364e+01,-4.290466189645312234e-01,-1.000000000000000000e+00,5.468856096267700195e-01,4.530521631240844727e-01,0.000000000000000000e+00
2.919039625268665006e+01,-1.106011883276966645e-01,-1.000000000000000000e+00,9.422586113214492798e-02,9.058541655540466309e-01,1.000000000000000000e+00
2.916274595560472704e+01,-5.000000000000000000e-01,1.000000000000000000e+00,9.975615739822387695e-01,2.445093588903546333e-03,0.000000000000000000e+00
2.903774595560472704e+01,-2.500000000000000000e-01,-1.000000000000000000e+00,6.535782814025878906e-01,3.464354872703552246e-01,0.000000000000000000e+00
2.897524595560472704e+01,1.704043685594625046e-02,-1.000000000000000000e+00,1.532426923513412476e-01,8.468261957168579102e-01,1.000000000000000000e+00
2.897950606481871461e+01,-5.065107788328077065e-02,1.000000000000000000e+00,9.093995690345764160e-01,9.070465713739395142e-02,0.000000000000000000e+00
2.896684329534789271e+01,3.650168601132634527e-01,-1.000000000000000000e+00,4.390893038362264633e-03,9.956151247024536133e-01,1.000000000000000000e+00
2.905809751037620714e+01,8.799871996247432548e-02,1.000000000000000000e+00,4.014799594879150391e-01,5.985868573188781738e-01,1.000000000000000000e+00
2.908009719036682483e+01,-2.269494398647252109e-01,1.000000000000000000e+00,9.746910333633422852e-01,2.522469870746135712e-02,0.000000000000000000e+00
2.902335983040064349e+01,9.765744198914960705e-03,-1.000000000000000000e+00,1.125535517930984497e-01,8.874663114547729492e-01,1.000000000000000000e+00
2.902580126645037240e+01,-1.074234729778287822e-01,1.000000000000000000e+00,9.325577616691589355e-01,6.750480085611343384e-02,0.000000000000000000e+00
2.899894539820591532e+01,2.628084347614662031e-02,-1.000000000000000000e+00,1.166663095355033875e-01,8.833590745925903320e-01,1.000000000000000000e+00
2.900551560907495130e+01,-4.546169493243347182e-01,1.000000000000000000e+00,9.990238547325134277e-01,8.677901932969689369e-04,0.000000000000000000e+00
2.889186137174386815e+01,-2.500000000000000000e-01,-1.000000000000000000e+00,8.758430480957031250e-01,1.242209598422050476e-01,0.000000000000000000e+00
2.882936137174386815e+01,0.000000000000000000e+00,-1.000000000000000000e+00,4.487589001655578613e-01,5.511748790740966797e-01,1.000000000000000000e+00
2.882936137174386815e+01,-2.500000000000000000e-01,1.000000000000000000e+00,9.982924461364746094e-01,1.626002136617898941e-03,0.000000000000000000e+00
2.876686137174386815e+01,0.000000000000000000e+00,-1.000000000000000000e+00,5.888751745223999023e-01,4.112015068531036377e-01,0.000000000000000000e+00
2.876686137174386815e+01,7.060273190159627177e-02,-1.000000000000000000e+00,3.989395499229431152e-01,6.010764241218566895e-01,1.000000000000000000e+00
2.878451205471926855e+01,-2.216395571564193090e-01,1.000000000000000000e+00,9.985362291336059570e-01,1.447609276510775089e-03,0.000000000000000000e+00
2.872910216543016304e+01,6.634569199887074831e-02,-1.000000000000000000e+00,4.944319725036621094e-01,5.056630373001098633e-01,1.000000000000000000e+00
2.874568858842988206e+01,-2.500000000000000000e-01,1.000000000000000000e+00,9.992678165435791016e-01,7.074056193232536316e-04,0.000000000000000000e+00
2.868318858842988206e+01,0.000000000000000000e+00,-1.000000000000000000e+00,7.529989480972290039e-01,2.469222694635391235e-01,0.000000000000000000e+00
2.868318858842988206e+01,0.000000000000000000e+00,-1.000000000000000000e+00,7.529989480972290039e-01,2.469222694635391235e-01,0.000000000000000000e+00
2.868318858842988206e+01,6.860285677080746325e-02,-1.000000000000000000e+00,5.908913612365722656e-01,4.090986847877502441e-01,0.000000000000000000e+00
2.870033930262258437e+01,8.463426929655348818e-03,-1.000000000000000000e+00,7.042753696441650391e-01,2.956716120243072510e-01,0.000000000000000000e+00
2.870245515935499725e+01,0.000000000000000000e+00,-1.000000000000000000e+00,7.193942666053771973e-01,2.806890308856964111e-01,0.000000000000000000e+00
2.870245515935499725e+01,0.000000000000000000e+00,-1.000000000000000000e+00,7.193942666053771973e-01,2.806890308856964111e-01,0.000000000000000000e+00
2.870245515935499725e+01,0.000000000000000000e+00,-1.000000000000000000e+00,7.193942666053771973e-01,2.806890308856964111e-01,0.000000000000000000e+00
2.870245515935499725e+01,1.484224833958031065e-01,-1.000000000000000000e+00,3.371733129024505615e-01,6.627370715141296387e-01,1.000000000000000000e+00
2.873956078020394855e+01,-6.128816174476064971e-02,1.000000000000000000e+00,9.922179579734802246e-01,7.706257980316877365e-03,0.000000000000000000e+00
2.872423873976775965e+01,3.851639181930710532e-02,-1.000000000000000000e+00,5.804536342620849609e-01,4.195165336132049561e-01,0.000000000000000000e+00
2.873386783772258468e+01,0.000000000000000000e+00,-1.000000000000000000e+00,6.587044000625610352e-01,3.413144052028656006e-01,0.000000000000000000e+00
2.873386783772258468e+01,0.000000000000000000e+00,-1.000000000000000000e+00,6.587044000625610352e-01,3.413144052028656006e-01,0.000000000000000000e+00
2.873386783772258468e+01,0.000000000000000000e+00,-1.000000000000000000e+00,6.587044000625610352e-01,3.413144052028656006e-01,0.000000000000000000e+00
2.873386783772258468e+01,0.000000000000000000e+00,-1.000000000000000000e+00,6.587044000625610352e-01,3.413144052028656006e-01,0.000000000000000000e+00
2.873386783772258468e+01,0.000000000000000000e+00,-1.000000000000000000e+00,6.587044000625610352e-01,3.413144052028656006e-01,0.000000000000000000e+00
2.873386783772258468e+01,1.202414002434782359e-01,-1.000000000000000000e+00,3.424830138683319092e-01,6.575796008110046387e-01,1.000000000000000000e+00
2.876392818778345273e+01,-4.241721923763153157e-02,1.000000000000000000e+00,9.873849749565124512e-01,1.271167490631341934e-02,0.000000000000000000e+00
2.875332388297404407e+01,1.746356355074921152e-01,-1.000000000000000000e+00,1.945225596427917480e-01,8.054866194725036621e-01,1.000000000000000000e+00
2.879698279185091536e+01,-2.344824454214222142e-01,1.000000000000000000e+00,9.985362291336059570e-01,1.411316217854619026e-03,0.000000000000000000e+00
2.873836218049556024e+01,0.000000000000000000e+00,-1.000000000000000000e+00,6.496013402938842773e-01,3.505192101001739502e-01,0.000000000000000000e+00
2.873836218049556024e+01,1.416407001930038989e-01,-1.000000000000000000e+00,2.836512625217437744e-01,7.162397503852844238e-01,1.000000000000000000e+00
2.877377235554381230e+01,-2.500000000000000000e-01,1.000000000000000000e+00,9.990238547325134277e-01,9.353316854685544968e-04,0.000000000000000000e+00
2.871127235554381230e+01,1.479553709353587654e-01,-1.000000000000000000e+00,3.207918405532836914e-01,6.792821288108825684e-01,1.000000000000000000e+00
2.874826119827765325e+01,-1.706764197447593334e-01,1.000000000000000000e+00,9.980487823486328125e-01,1.865131314843893051e-03,0.000000000000000000e+00
2.870559209334146189e+01,2.513341937431771700e-01,-1.000000000000000000e+00,1.388494372367858887e-01,8.612124323844909668e-01,1.000000000000000000e+00
2.876842564177725592e+01,1.701615065113143976e-01,1.000000000000000000e+00,7.972694635391235352e-01,2.027658969163894653e-01,0.000000000000000000e+00
2.881096601840508598e+01,5.469169538493631189e-01,-1.000000000000000000e+00,2.479963004589080811e-03,9.975615739822387695e-01,1.000000000000000000e+00
2.894769525686742639e+01,5.240741542910478667e-01,1.000000000000000000e+00,4.868588875979185104e-03,9.951290488243103027e-01,1.000000000000000000e+00
2.907871379544018708e+01,4.242861310211483161e-01,1.000000000000000000e+00,5.199060309678316116e-03,9.948861598968505859e-01,1.000000000000000000e+00
2.918478532819547411e+01,2.269936028263119798e-02,1.000000000000000000e+00,3.170545101165771484e-01,6.829404234886169434e-01,1.000000000000000000e+00
2.919046016826613155e+01,1.459069345469310441e-02,1.000000000000000000e+00,3.292019069194793701e-01,6.707129478454589844e-01,1.000000000000000000e+00
2.919410784162980832e+01,-1.611754433119498842e-01,1.000000000000000000e+00,8.431130647659301758e-01,1.569150388240814209e-01,0.000000000000000000e+00
2.915381398080182151e+01,2.545963887006366111e-01,-1.000000000000000000e+00,2.703170059248805046e-03,9.973180890083312988e-01,1.000000000000000000e+00
2.921746307797697995e+01,2.072973068799282004e-01,1.000000000000000000e+00,2.542874589562416077e-02,9.746910333633422852e-01,1.000000000000000000e+00
2.926928740469696066e+01,5.070357401474834269e-02,1.000000000000000000e+00,1.190545037388801575e-01,8.809899687767028809e-01,1.000000000000000000e+00
2.928196329820065102e+01,-7.218754340793376301e-02,1.000000000000000000e+00,3.940992951393127441e-01,6.057906746864318848e-01,1.000000000000000000e+00
2.926391641234867080e+01,-3.686016905646078978e-01,1.000000000000000000e+00,9.699434041976928711e-01,3.009434603154659271e-02,0.000000000000000000e+00
2.917176598970751655e+01,-1.671028349904042365e-01,-1.000000000000000000e+00,1.855241358280181885e-01,8.145837187767028809e-01,1.000000000000000000e+00
2.912999028095991605e+01,-2.863392822236279223e-01,1.000000000000000000e+00,9.792227745056152344e-01,2.086101658642292023e-02,0.000000000000000000e+00
2.905840546040401051e+01,-2.145594877688212776e-01,-1.000000000000000000e+00,5.153846144676208496e-01,4.845137894153594971e-01,0.000000000000000000e+00
